name	description	inchi	inchi_key
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		CSKRCVQJKJFWGN-UIOOFZCWSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		PYGCSAAZMAASLA-UHFFFAOYSA-N
"3,22-Methano-1H-10,4-benzoxaazacycloeicosine-1,5,9,18,23(4H,6H,11H)-pentone, 15-ethyl-12,15,16,17-tetrahydro-12,19-dihydroxy-8,11,20-trimethyl-, (7Z,11S,12S,13E)-
(10E,12S,13S,16Z)-9-Ethyl-4,12-dihydroxy-3,13,16-trimethyl-14-oxa-20-azatricyclo[19.3.1.0~5,24~]pentacosa-1(24),2,4,10,16,21-hexaene-6,15,19,23,25-pentone
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		ZLKHATAJGWAFJX-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		NFZHZBZONXPYAQ-NPKLFXHASA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		QMNUPNOLDLHVTB-IWDBHXEASA-N
"3-Ethyl-2-[(2Z)-2-(3-ethyl-6-sulfo-1,3-benzothiazol-2(3H)-ylidene)hydrazino]-6-sulfo-1,3-benzothiazol-3-ium
6-Benzothiazolesulfonic acid, 3-ethyl-2-[(2E)-2-(3-ethyl-6-sulfo-2(3H)-benzothiazolylidene)hydrazinylidene]-2,3-dihydro-, conjugate monoacid, (2Z)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		HFNOFNDLBTVECO-UHFFFAOYSA-M
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		LGNSRQOKLMYSFC-ONTIZHBOSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		JJAZXIBNMHUGFX-UHFFFAOYSA-N
"(1S,3R,4R,5R)-3,4-Bis{[(2E)-3-(3,4-dihydroxyphenyl)-2-propenoyl]oxy}-1,5-dihydroxycyclohexanecarboxylic acid
Cyclohexanecarboxylic acid, 3,4-bis[[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propen-1-yl]oxy]-1,5-dihydroxy-, (1S,3R,4R,5R)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		UFCLZKMFXSILNL-XAIBDRPMSA-N
"(1S,2R,3S,4S,6R,7R,8R,14R)-3-Hydroxy-2,4,7,14-tetramethyl-9-oxo-4-vinyltricyclo[5.4.3.0~1,8~]tetradec-6-yl {[(3-exo)-8-methyl-8-azabicyclo[3.2.1]oct-3-yl]sulfanyl}acetate
Acetic acid, 2-[[(3-exo)-8-methyl-8-azabicyclo[3.2.1]oct-3-yl]thio]-, (3aS,4R,5S,6S,8R,9R,9aR,10R)-6-ethenyldecahydro-5-hydroxy-4,6,9,10-tetramethyl-1-oxo-3a,9-propano-3aH-cyclopentacycloocten-8-yl ester
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		STZYTFJPGGDRJD-FAJFTSBPSA-N
"(1'R,2S,3'S,4'S,5R,7'R,10'R)-3'-Hydroxy-10'-(hydroxymethyl)-4,4,5,15'-tetramethyl-3,9',14'-trioxodihydro-3H-spiro[furan-2,5'-[11,12,13]trithia[8,15]diazatetracyclo[8.3.2.0~1,8~.0~3,7~]pentadecan]-4'-yl acetate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		YORDWFCXQCUPHI-UHFFFAOYSA-N
"5,7-Dihydroxy-2-(4-hydroxyphenyl)-3-chromeniumyl 6-O-(carboxyacetyl)-beta-D-glucopyranoside
beta-D-Glucopyranoside, 5,7-dihydroxy-2-(4-hydroxyphenyl)-1-benzopyrylium-3-yl, 6-(2-carboxyacetate)
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		XLZUBCUKXQFBKB-JZWLZXDTSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		TXAXFBCPBAPIKN-UZNMPDEFSA-N
"(10aR,11aR,16aS)-11a-Hydroxy-6,6-dimethyl-15-(3-methyl-2-buten-1-yl)-11,11a,16,16a-tetrahydro-5H-indolo[3''',2''':4'',5'']azocino[1'',2'':4',5']pyrazino[1',2':1,5]pyrrolo[2,3-b]indole-10,18(6H,10aH)-dione
5H-Indolo[3''',2''':4'',5'']azocino[1'',2'':4',5']pyrazino[1',2':1,5]pyrrolo[2,3-b]indole-10,18(6H,10aH)-dione, 11,11a,16,16a-tetrahydro-11a-hydroxy-6,6-dimethyl-15-(3-methyl-2-buten-1-yl)-, (10aR,11aR,16aS)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		CNTMYVFPLVDMFY-HIVUMZBNSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		KMFKNAATJIDJKG-QIYAOHMLSA-N
"5H-Indolo[3''',2''':4'',5'']azocino[1'',2'':4',5']pyrazino[1',2':1,5]pyrrolo[2,3-b]indole-10,18(6H,10aH)-dione, 11,11a,16,16a-tetrahydro-11a-hydroxy-6,6-dimethyl-15-(3-methyl-2-buten-1-yl)-, (10aR,11aR,16aS)-
(10aR,11aR,16aS)-11a-Hydroxy-6,6-dimethyl-15-(3-methyl-2-buten-1-yl)-11,11a,16,16a-tetrahydro-5H-indolo[3''',2''':4'',5'']azocino[1'',2'':4',5']pyrazino[1',2':1,5]pyrrolo[2,3-b]indole-10,18(6H,10aH)-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		CNTMYVFPLVDMFY-HKLHDHSASA-N
"(1R,2S,3R,5S)-3-[7-{[(1R,2R)-2-(3,4-Difluorophenyl)cyclopropyl]amino}-5-(propylsulfanyl)-3H-[1,2,3]triazolo[4,5-d]pyrimidin-3-yl]-5-(2-hydroxyethoxy)-1,2-cyclopentanediol
1,2-Cyclopentanediol, 3-[7-[[(1R,2R)-2-(3,4-difluorophenyl)cyclopropyl]amino]-5-(propylthio)-3H-1,2,3-triazolo[4,5-d]pyrimidin-3-yl]-5-(2-hydroxyethoxy)-, (1R,2S,3R,5S)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		OEKWJQXRCDYSHL-MGXMICMRSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		JSBSVMCRQHPARV-MFWIRICFSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		OXGAGPAURVYCEQ-KVGPODKWSA-N
"Urea, N-[(Z)-[(3S,9R,12R,15S)-15-amino-9-(aminomethyl)-3-[(4R)-2-amino-2,3,4,5-tetrahydro-4-pyrimidinyl]-12-methyl-2,5,8,11,14-pentaoxo-1,4,7,10,13-pentaazacyclohexadec-6-ylidene]methyl]-
1-[(Z)-{(3S,9R,12R,15S)-15-Amino-9-(aminomethyl)-3-[(4R)-2-amino-2,3,4,5-tetrahydro-4-pyrimidinyl]-12-methyl-2,5,8,11,14-pentaoxo-1,4,7,10,13-pentaazacyclohexadecan-6-ylidene}methyl]urea
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		JCWDCFZWMNQYSJ-UHFFFAOYSA-N
"N-[(2Z,5Z)-6-{[(2E,4E,6S,7S,8R,9S,10E)-7,9-Dimethoxy-3,6,8-trimethyl-11-phenyl-2,4,10-undecatrienoyl]amino}-2,5-hexadienoyl]glycine
Glycine, N-[(2Z,5Z)-6-[[(2E,4E,6S,7S,8R,9S,10E)-7,9-dimethoxy-3,6,8-trimethyl-1-oxo-11-phenyl-2,4,10-undecatrien-1-yl]amino]-1-oxo-2,5-hexadien-1-yl]-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		KSYRCWWRVVIIEX-UHFFFAOYSA-N
"(12aS)-2-[2-(3,4-Dimethoxyphenyl)ethyl]-6-(4-methoxyphenyl)-2,3,6,7,12,12a-hexahydropyrazino[1',2':1,6]pyrido[3,4-b]indole-1,4-dione
Pyrazino[1',2':1,6]pyrido[3,4-b]indole-1,4-dione, 2-[2-(3,4-dimethoxyphenyl)ethyl]-2,3,6,7,12,12a-hexahydro-6-(4-methoxyphenyl)-, (12aS)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		SVKSSWZXLVXEJI-GOWJNXQMSA-N
"L-Proline, 4-[[O-beta-L-arabinofuranosyl-(1->2)-O-beta-L-arabinofuranosyl-(1->2)-beta-L-arabinofuranosyl]oxy]-, (4S)-
(2S,4S)-4-{[beta-L-Arabinofuranosyl-(1->2)-beta-L-arabinofuranosyl-(1->2)-beta-L-arabinofuranosyl]oxy}-2-pyrrolidiniumcarboxylate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		FLSWFDOLGDBPBF-IMUWMWHESA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		YSXWOFMOJMYBIO-UHFFFAOYSA-N
"(4aR,4bR,6aS,7R,9aS,9bS,11aR)-N-[2,5-Bis(trifluoromethyl)phenyl]-4a,6a-dimethyl-2-oxo-2,4a,4b,5,6,6a,7,8,9,9a,9b,10,11,11a-tetradecahydro-1H-indeno[5,4-f]quinoline-7-carboxamide
1H-Indeno[5,4-f]quinoline-7-carboxamide, N-[2,5-bis(trifluoromethyl)phenyl]-2,4a,4b,5,6,6a,7,8,9,9a,9b,10,11,11a-tetradecahydro-4a,6a-dimethyl-2-oxo-, (4aR,4bR,6aS,7R,9aS,9bS,11aR)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		JWJOTENAMICLJG-UUJLXMGASA-N
"3H-Cyclopenta[7,8]cyclodec[1,2-d]oxireno[f]isoindole-3,5,6-trione, 3a,4,7,8,8a,9,9a,10a,10b,13,14,14a-dodecahydro-2-hydroxy-8-(1H-indol-3-ylmethyl)-1,9,9a,14-tetramethyl-, (3aR,5aR,8S,8aR,9S,9aR,10aS,10bR,11E,14S,14aR)-
(3aR,5aR,8S,8aR,9S,9aR,10aS,10bR,11E,14S,14aR)-2-Hydroxy-8-(1H-indol-3-ylmethyl)-1,9,9a,14-tetramethyl-3a,4,7,8,8a,9,9a,10a,10b,13,14,14a-dodecahydro-3H-cyclopenta[7,8]cyclodeca[1,2-d]oxireno[f]isoindole-3,5,6-trione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		MRENMDHAGXAXRK-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		YELIPOKKMDESCH-UHFFFAOYSA-N
"(3S,3aR,6S,6aR,7E,10S,11E,14S,17aR)-6,14-Dihydroxy-3-(1H-indol-3-ylmethyl)-4,5,10,12-tetramethyl-3,3a,6,6a,9,10,15,16-octahydro-1H-cyclotrideca[d]isoindole-1,13,17(2H,14H)-trione
1H-Cyclotridec[d]isoindole-1,13,17(2H,14H)-trione, 3,3a,6,6a,9,10,15,16-octahydro-6,14-dihydroxy-3-(1H-indol-3-ylmethyl)-4,5,10,12-tetramethyl-, (3S,3aR,6S,6aR,7E,10S,11E,14S,17aR)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		FPNAKNFLJIQADW-UHFFFAOYSA-N
"3H-Cyclotridec[d]oxireno[f]isoindole-7,11,12(4H,8H,13H)-trione, 9,10,14,14a,15,15a,16a,16b-octahydro-8-hydroxy-14-(1H-indol-3-ylmethyl)-4,6,15,15a-tetramethyl-, (1E,4S,5E,8S,11aR,14S,14aR,15S,15aR,16aS,16bR)-
(1E,4S,5E,8S,11aR,14S,14aR,15S,15aR,16aS,16bR)-8-Hydroxy-14-(1H-indol-3-ylmethyl)-4,6,15,15a-tetramethyl-9,10,14,14a,15,15a,16a,16b-octahydro-3H-cyclotrideca[d]oxireno[f]isoindole-7,11,12(4H,8H,13H)-trione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		KTFGDHPTDQFFRL-UHFFFAOYSA-N
"(1'R,3'R,8'R,12'S,13'R,18'E,20'Z,24'R,25'S)-12'-Hydroxy-13',25'-dimethyl-11',17',22'-trioxospiro[oxirane-2,26'-[2,10,16,23]tetraoxatetracyclo[22.2.1.0~3,8~.0~8,25~]heptacosa[4,18,20]triene]-5'-carboxylic acid
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		UKQUNUSSEKGBDS-UZNMPDEFSA-N
"[(2R,3S)-5-(2,4-Dioxo-3,4-dihydro-1(2H)-pyrimidinyl)-3-hydroxytetrahydro-2-furanyl]methyl 3,4,5-trihydroxy-6-methyltetrahydro-2H-pyran-2-yl dihydrogen diphosphate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		WQNUMQIGYLPRJS-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		BUTLVTAFDGYVNP-UGHAWNMTSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		BKSGURPARYMZLY-ZSVMZQBZSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		WBVLQMCMYUHVOR-XUTLUUPISA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		WBVLQMCMYUHVOR-VZCXRCSSSA-N
"2-Propenoic acid, 3-(4-hydroxy-3-methoxyphenyl)-, (1aS,1bS,2S,5aR,6S,6aS)-2-(beta-D-glucopyranosyloxy)-1a,1b,2,5a,6,6a-hexahydro-1a-(hydroxymethyl)oxireno[4,5]cyclopenta[1,2-c]pyran-6-yl ester, (2E)-
(1aS,1bS,2S,5aR,6S,6aS)-2-(beta-D-Glucopyranosyloxy)-1a-(hydroxymethyl)-1a,1b,2,5a,6,6a-hexahydrooxireno[4,5]cyclopenta[1,2-c]pyran-6-yl (2E)-3-(4-hydroxy-3-methoxyphenyl)acrylate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		RMSKZOXJAHOIER-RQTAXCTMSA-N
"Glycine, N-[(2Z,5Z)-6-[[(2E,4E,6S,7S,8R,9S,10E)-7,9-dimethoxy-3,6,8-trimethyl-1-oxo-11-phenyl-2,4,10-undecatrien-1-yl]amino]-1-oxo-2,5-hexadien-1-yl]-, methyl ester
Methyl N-[(2Z,5Z)-6-{[(2E,4E,6S,7S,8R,9S,10E)-7,9-dimethoxy-3,6,8-trimethyl-11-phenyl-2,4,10-undecatrienoyl]amino}-2,5-hexadienoyl]glycinate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		XHTUDGVBJDVOEZ-UHFFFAOYSA-N
"2-Hydroxy-N-[(2S,3S,4R)-1,3,4-trihydroxy-2-octadecanyl]tetradecanamide
Tetradecanamide, N-[(1S,2S,3R)-2,3-dihydroxy-1-(hydroxymethyl)heptadecyl]-2-hydroxy-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		WSGDXSYLEUNHJC-UHFFFAOYSA-N
"Hexopyranoside, 4-[(9-hexopyranosyl-9H-purin-6-yl)amino]-2-methylbutyl
4-[(9-Hexopyranosyl-9H-purin-6-yl)amino]-2-methylbutyl hexopyranoside
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		KDIRTCPHKDPWMQ-ASAMELDWSA-N
"(2E,4E,6E)-7-Cyclohexyl-N-[(1S,5S,6R)-5-hydroxy-5-{(1E,3E,5E)-7-[(2-hydroxy-5-oxo-1-cyclopenten-1-yl)amino]-7-oxo-1,3,5-heptatrien-1-yl}-2-oxo-7-oxabicyclo[4.1.0]hept-3-en-3-yl]-2,4,6-heptatrienamide
2,4,6-Heptatrienamide, 7-cyclohexyl-N-[(1S,5S,6R)-5-hydroxy-5-[(1E,3E,5E)-7-[(2-hydroxy-5-oxo-1-cyclopenten-1-yl)amino]-7-oxo-1,3,5-heptatrien-1-yl]-2-oxo-7-oxabicyclo[4.1.0]hept-3-en-3-yl]-, (2E,4E,6E)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		SSHVAUUEPNULMP-UHFFFAOYSA-N
"(3S,3aR,4S,5R,6S,6aR,7E,10S,11E,13R,15E,17aR)-5,6,13-Trihydroxy-3-(1H-indol-3-ylmethyl)-4,5,10,12-tetramethyl-2,3,3a,4,5,6,6a,9,10,13-decahydro-1H-cyclotrideca[d]isoindole-1,14,17-trione
1H-Cyclotridec[d]isoindole-1,14,17-trione, 2,3,3a,4,5,6,6a,9,10,13-decahydro-5,6,13-trihydroxy-3-(1H-indol-3-ylmethyl)-4,5,10,12-tetramethyl-, (3S,3aR,4S,5R,6S,6aR,7E,10S,11E,13R,15E,17aR)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		GXXPQGPTEVHUTJ-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		DDBDLBYOQQNQFM-NTNZINMGSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		XLNHRKMLLJUXMU-WYCQDLHKSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		IDLAOOFFVYMLHU-RDCHEIOCSA-N
"Hexadecanamide, 2-hydroxy-N-[(1S,2R,3E,7E)-2-hydroxy-1-(hydroxymethyl)-3,7-heptadecadien-1-yl]-
N-[(2S,3R,4E,8E)-1,3-Dihydroxy-4,8-octadecadien-2-yl]-2-hydroxyhexadecanamide
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		BGCIWBMYVKHZNX-PQWGFPSMSA-N
"Tricyclo[18.2.2.2~9,12~]hexacosa-9,11,20,22,23,25-hexaene-10,21,24,26-tetrol, 8,19-dibutyl-3,14-dimethyl-, (3S,8S,14S,19S)-
(3S,8S,14S,19S)-8,19-Dibutyl-3,14-dimethyltricyclo[18.2.2.2~9,12~]hexacosa-1(22),9,11,20,23,25-hexaene-10,21,24,26-tetrol
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		AAGAYZNADYXWIQ-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		SUMVQFSAPMASFY-IOPCWJIMSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		SUMVQFSAPMASFY-HCDZFISBSA-N
"(2R)-2-Hydroxy-N-[(2S,3S,4R)-1,3,4-trihydroxy-2-octadecanyl]pentadecanamide
Pentadecanamide, N-[(1S,2S,3R)-2,3-dihydroxy-1-(hydroxymethyl)heptadecyl]-2-hydroxy-, (2R)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		GBZONYOEPVAVLC-UHFFFAOYSA-N
"Dispiro[imidazolidine-4,1'-[1H]carbazole-3'(2'H),4''-imidazolidine]-5,5''-dione, 7'-bromo-4',9'-dihydro-2,2''-diimino-2'-(1H-indol-3-yl)-1,3-dimethyl-, conjugate diacid, (2'R,3'R,4S)-
[(1'S,2'R,4R)-2-Ammonio-7'-bromo-2'-(1H-indol-3-yl)-1'',3''-dimethyl-5,5''-dioxo-1,4',5,9'-tetrahydro-2''H-dispiro[imidazole-4,3'-carbazole-1',4''-imidazolidin]-2''-ylidene]ammonium
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		FCLRMHVOEFMMCX-RRWZXMNXSA-N
"Spiro[furo[3',2':5,6]naphth[2,1-c]oxepin-2(3H),9'-[9H]imidazo[1,2-a]indole]-3',8(2'H,5H)-dione, 4-(acetyloxy)-1',3a,3b,4,5a,6,9'a,10a,10b,11,12,12a-dodecahydro-2',3b,6,6,10a,12a-hexamethyl-, (2S,2'S,3aS,3bR,4S,5aR,9a'S,10aR,10bR,12aS)-
(2S,2'S,3aS,3bR,4S,5aR,9a'S,10aR,10bR,12aS)-2',3b,6,6,10a,12a-Hexamethyl-3',8-dioxo-1',2',3',3a,3b,4,5,5a,6,8,9a',10a,10b,11,12,12a-hexadecahydro-3H-spiro[furo[3',2':5,6]naphtho[2,1-c]oxepine-2,9'-imidazo[1,2-a]indol]-4-yl acetate
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		VMDRKPOWEASMAD-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		MZQOGEPCWATXRH-JBRGSHCUSA-N
"D-Galactitol, 1,5-anhydro-3,6-dideoxy-3-(dimethylamino)-1-C-(8-ethenyl-1-hydroxy-10,12-dimethoxy-6-oxo-6H-benzo[d]naphtho[1,2-b]pyran-4-yl)-, 4-acetate, (1xi)-
(1xi)-4-O-Acetyl-1,5-anhydro-3,6-dideoxy-3-(dimethylamino)-1-(1-hydroxy-10,12-dimethoxy-6-oxo-8-vinyl-6H-dibenzo[c,h]chromen-4-yl)-D-galactitol
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		GHLIFBNIGXVDHM-UHFFFAOYSA-N
"(11Z)-N-[(2S,3R,4E)-1,3-Dihydroxy-4-octadecen-2-yl]-11-octadecenamide
11-Octadecenamide, N-[(1S,2R,3E)-2-hydroxy-1-(hydroxymethyl)-3-heptadecen-1-yl]-, (11Z)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		TZXPILCYVLWMNW-DXXMRVLNSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		WNPWDGNHTKGEDS-KQVPNVSOSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		ZLBRGMMCUDDXLB-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		JMPLFUURXXTPIA-LNVKXUELSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		JMPLFUURXXTPIA-XTQSDGFTSA-N
"(4E,9E)-14-Bromo-9-(chloromethylene)-N-{(3E)-3-methoxy-5-[(2S)-2-methyl-5-oxo-2,5-dihydro-1H-pyrrol-1-yl]-5-oxo-3-penten-1-yl}-6-methyl-4-tetradecen-13-ynamide
4-Tetradecen-13-ynamide, 14-bromo-9-(chloromethylene)-N-[(3E)-5-[(2S)-2,5-dihydro-2-methyl-5-oxo-1H-pyrrol-1-yl]-3-methoxy-5-oxo-3-penten-1-yl]-6-methyl-, (4E,9E)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		NAIKIJSSBJHCBL-UHFFFAOYSA-N
"5H-Azeto[1,2-a]indolo[3''',2''':4'',5'']azocino[1'',2'':4',5']pyrazino[1',2':1,5]pyrrolo[2,3-b]indole-10,20(6H,10aH)-dione, 11,11a,17,18-tetrahydro-10a,11a-dihydroxy-11-methoxy-6,6,17,17,18-pentamethyl-
10a,11a-Dihydroxy-11-methoxy-6,6,17,17,18-pentamethyl-11,11a,17,18-tetrahydro-5H-azeto[1,2-a]indolo[3''',2''':4'',5'']azocino[1'',2'':4',5']pyrazino[1',2':1,5]pyrrolo[2,3-b]indole-10,20(6H,10aH)-dione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		PNJDFZNVNWQTFD-CWOOBJQPSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		YZQRMJFPWMHAJV-DTOWOETDSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		KESXJPXRCQREDU-INRCXLCWSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		QDYQTXMOZIGCQB-SLAVHBLRSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		QYYXQWVXWIYWSE-CLEZSSNSSA-N
"2-[(2R,6R,6aR,12aS)-6-Hydroxy-8,9-dimethoxy-1,2,6,6a,12,12a-hexahydrochromeno[3,4-b]furo[2,3-h]chromen-2-yl]-2-propen-1-yl beta-D-glucopyranoside
beta-D-Glucopyranoside, 2-[(2R,6R,6aR,12aS)-1,2,6,6a,12,12a-hexahydro-6-hydroxy-8,9-dimethoxyfuro[2',3':7,8][1]benzopyrano[2,3-c][1]benzopyran-2-yl]-2-propen-1-yl
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		YRUIPRJNLCHFCW-MCBNQCOZSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		CFJUIISUVIQUCC-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		NYVFUDQEAURUPX-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		XDCIOTHEPAPFRV-LVDXCZGMSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		LBRJFDBQNUVAGM-VGCGLKNISA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		FLDOHWSTFPNSFC-MEHJSLHLSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		LCQKZDHUYPDPJZ-ZNTNEXAZSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		LCQKZDHUYPDPJZ-GYHWCHFESA-N
"(2S)-5-Hydroxy-2-(4-hydroxyphenyl)-4-oxo-3,4-dihydro-2H-chromen-7-yl 2-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranoside
4H-1-Benzopyran-4-one, 7-[[2-O-(6-deoxy-alpha-L-mannopyranosyl)-beta-D-glucopyranosyl]oxy]-2,3-dihydro-5-hydroxy-2-(4-hydroxyphenyl)-, (2S)-
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		DFPMSGMNTNDNHN-ILUPNGPDSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		ZUXHELCHEWQXKW-JDUCZRBWSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		DPSVAJOUDJRIIM-COQKNACSSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		DPSVAJOUDJRIIM-MQRYIRRGSA-N
"6-Oxa-13,20-dithia-3,10,17,22,23,24-hexaazatetracyclo[17.2.1.1~5,8~.1~12,15~]tetracosa-5(24),7,12(23),14,19(22),21-hexaene-2,9,16-trione, 4,7-dimethyl-18-[(1-methyl-1H-imidazol-5-yl)methyl]-11-[(1S)-1-methylpropyl]-, (4S,11S,18S)-
(4S,11S,18S)-11-[(2S)-2-Butanyl]-4,7-dimethyl-18-[(1-methyl-1H-imidazol-5-yl)methyl]-6-oxa-13,20-dithia-3,10,17,22,23,24-hexaazatetracyclo[17.2.1.1~5,8~.1~12,15~]tetracosa-1(21),5(24),7,12(23),14,19(22)-hexaene-2,9,16-trione
"	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		VJNFZONNMHDIHW-UHFFFAOYSA-N
	From Fiehn Lab Chemical Translation Service http://cts.fiehnlab.ucdavis.edu/		VIKRIYAAOWJXCT-RSWHNJNYSA-N
